SALES_ID;SALES_REP;EMAILS;BRANDS;DRINK TYPE;PLANT_COST;UNIT_PRICE;QUANTITY;COST;PROFIT;COUNTRIES;REGION ;TERRITORY;MONTHS;YEARS
10252;Jones;jone.ai@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;941,00; ? 188 200,00 ; ? 47 050,00 ;Nigeria;west;Anglophone;August;2017
10253;Andrews;andy@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;930,00; ? 139 500,00 ; ? 65 100,00 ;Togo;southsouth;Francophone;September;2018
10254;Jardine;jard@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;780,00; ? 117 000,00 ; ? 46 800,00 ;Benin;northwest;Francophone;October;2019
10255;Thompson;thomp@uk.com;trophy;Beer; ? 150,00 ; ? 200,00 ;729,00; ? 145 800,00 ; ? 36 450,00 ;Senegal;northeast ;Anglophone;November;2019
10256;Jones;jone.ai@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;909,00; ? 454 500,00 ; ? 227 250,00 ;Ghana;northcentral ;Anglophone;December;2019
10257;Morgan;morganny@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;961,00; ? 432 450,00 ; ? 259 470,00 ;Nigeria;Southeast;Anglophone;January;2018
10258;Howard;howard_freeman@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;729,00; ? 182 250,00 ; ? 58 320,00 ;Togo;west;Francophone;February;2018
10259;Parent;parentty@uk.com;hero;Beer; ? 150,00 ; ? 200,00 ;944,00; ? 188 800,00 ; ? 47 200,00 ;Benin;southsouth;Francophone;March;2019
10260;Jones;jone.ai@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;981,00; ? 147 150,00 ; ? 68 670,00 ;Senegal;northwest;Anglophone;April;2017
10261;Smith;smithMan@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;763,00; ? 114 450,00 ; ? 45 780,00 ;Ghana;northeast ;Anglophone;May;2018
10262;Jones;jone.ai@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;885,00; ? 177 000,00 ; ? 44 250,00 ;Nigeria;northcentral ;Anglophone;June;2017
10263;Morgan;morganny@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;854,00; ? 427 000,00 ; ? 213 500,00 ;Togo;Southeast;Francophone;July;2018
10264;Jones;jone.ai@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;727,00; ? 327 150,00 ; ? 196 290,00 ;Benin;west;Francophone;August;2018
10265;Parent;parentty@uk.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;991,00; ? 247 750,00 ; ? 79 280,00 ;Senegal;southsouth;Anglophone;September;2018
10266;Kivell;kivel_go@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;792,00; ? 158 400,00 ; ? 39 600,00 ;Ghana;northwest;Anglophone;October;2019
10267;Smith;smithMan@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;898,00; ? 134 700,00 ; ? 62 860,00 ;Nigeria;northeast ;Anglophone;November;2019
10268;Parent;parentty@uk.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;945,00; ? 141 750,00 ; ? 56 700,00 ;Togo;northcentral ;Francophone;December;2019
10269;Gill;gillhell@uk.com;trophy;Beer; ? 150,00 ; ? 200,00 ;814,00; ? 162 800,00 ; ? 40 700,00 ;Benin;Southeast;Francophone;January;2019
10270;Smith;smithMan@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;863,00; ? 431 500,00 ; ? 215 750,00 ;Senegal;west;Anglophone;February;2018
10271;Jones;jone.ai@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;829,00; ? 373 050,00 ; ? 223 830,00 ;Ghana;southsouth;Anglophone;March;2019
10272;Sorvino;sorvi2000@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;747,00; ? 186 750,00 ; ? 59 760,00 ;Nigeria;northwest;Anglophone;April;2017
10273;Jardine;jard@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;961,00; ? 192 200,00 ; ? 48 050,00 ;Togo;northeast ;Francophone;May;2018
10274;Andrews;andy@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;803,00; ? 120 450,00 ; ? 56 210,00 ;Benin;northcentral ;Francophone;June;2019
10275;Howard;howard_freeman@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;875,00; ? 131 250,00 ; ? 52 500,00 ;Senegal;Southeast;Anglophone;July;2017
10276;Gill;gillhell@uk.com;trophy;Beer; ? 150,00 ; ? 200,00 ;750,00; ? 150 000,00 ; ? 37 500,00 ;Ghana;west;Anglophone;August;2018
10277;Gill;gillhell@uk.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;850,00; ? 425 000,00 ; ? 212 500,00 ;Nigeria;southsouth;Anglophone;September;2017
10278;Kivell;kivel_go@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;710,00; ? 319 500,00 ; ? 191 700,00 ;Togo;northwest;Francophone;October;2018
10279;Jones;jone.ai@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;881,00; ? 220 250,00 ; ? 70 480,00 ;Benin;northeast ;Francophone;November;2017
10280;Morgan;morganny@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;777,00; ? 155 400,00 ; ? 38 850,00 ;Senegal;northcentral ;Anglophone;December;2018
10281;Kivell;kivel_go@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;708,00; ? 106 200,00 ; ? 49 560,00 ;Ghana;Southeast;Anglophone;January;2017
10282;Sorvino;sorvi2000@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;996,00; ? 149 400,00 ; ? 59 760,00 ;Nigeria;west;Anglophone;February;2019
10283;Gill;gillhell@uk.com;trophy;Beer; ? 150,00 ; ? 200,00 ;870,00; ? 174 000,00 ; ? 43 500,00 ;Togo;southsouth;Francophone;March;2019
10284;Sorvino;sorvi2000@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;972,00; ? 486 000,00 ; ? 243 000,00 ;Benin;northwest;Francophone;April;2019
10285;Thompson;thomp@uk.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;989,00; ? 445 050,00 ; ? 267 030,00 ;Senegal;northeast ;Anglophone;May;2018
10286;Andrews;andy@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;936,00; ? 234 000,00 ; ? 74 880,00 ;Ghana;northcentral ;Anglophone;June;2018
10287;Jardine;jard@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;1000,00; ? 200 000,00 ; ? 50 000,00 ;Nigeria;Southeast;Anglophone;July;2017
10288;Jardine;jard@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;947,00; ? 142 050,00 ; ? 66 290,00 ;Togo;west;Francophone;August;2018
10289;Andrews;andy@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;762,00; ? 114 300,00 ; ? 45 720,00 ;Benin;southsouth;Francophone;September;2019
10290;Jones;jone.ai@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;742,00; ? 148 400,00 ; ? 37 100,00 ;Senegal;northwest;Anglophone;October;2017
10291;Morgan;morganny@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;902,00; ? 451 000,00 ; ? 225 500,00 ;Ghana;northeast ;Anglophone;November;2019
10292;Kivell;kivel_go@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;840,00; ? 378 000,00 ; ? 226 800,00 ;Nigeria;northcentral ;Anglophone;December;2018
10293;Sorvino;sorvi2000@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;773,00; ? 193 250,00 ; ? 61 840,00 ;Togo;Southeast;Francophone;January;2017
10294;Gill;gillhell@uk.com;hero;Beer; ? 150,00 ; ? 200,00 ;934,00; ? 186 800,00 ; ? 46 700,00 ;Benin;west;Francophone;February;2018
10295;Sorvino;sorvi2000@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;983,00; ? 147 450,00 ; ? 68 810,00 ;Senegal;southsouth;Anglophone;March;2017
10296;Thompson;thomp@uk.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;729,00; ? 109 350,00 ; ? 43 740,00 ;Ghana;northwest;Anglophone;April;2018
10297;Andrews;andy@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;786,00; ? 157 200,00 ; ? 39 300,00 ;Nigeria;northeast ;Anglophone;May;2017
10298;Jardine;jard@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;843,00; ? 421 500,00 ; ? 210 750,00 ;Togo;northcentral ;Francophone;June;2018
10299;Jardine;jard@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;897,00; ? 403 650,00 ; ? 242 190,00 ;Benin;Southeast;Francophone;July;2017
10300;Andrews;andy@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;733,00; ? 183 250,00 ; ? 58 640,00 ;Senegal;west;Anglophone;August;2018
10301;Jardine;jard@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;939,00; ? 187 800,00 ; ? 46 950,00 ;Ghana;southsouth;Anglophone;September;2019
10302;Gill;gillhell@uk.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;836,00; ? 125 400,00 ; ? 58 520,00 ;Nigeria;northwest;Anglophone;October;2017
10303;Sorvino;sorvi2000@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;874,00; ? 131 100,00 ; ? 52 440,00 ;Togo;northeast ;Francophone;November;2018
10304;Jones;jone.ai@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;764,00; ? 152 800,00 ; ? 38 200,00 ;Benin;northcentral ;Francophone;December;2018
10305;Andrews;andy@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;920,00; ? 460 000,00 ; ? 230 000,00 ;Senegal;Southeast;Anglophone;January;2019
10306;Jardine;jard@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;950,00; ? 427 500,00 ; ? 256 500,00 ;Ghana;west;Anglophone;February;2017
10307;Thompson;thomp@uk.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;841,00; ? 210 250,00 ; ? 67 280,00 ;Nigeria;southsouth;Anglophone;March;2017
10308;Jones;jone.ai@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;801,00; ? 160 200,00 ; ? 40 050,00 ;Togo;northwest;Francophone;April;2017
10309;Morgan;morganny@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;867,00; ? 130 050,00 ; ? 60 690,00 ;Benin;northeast ;Francophone;May;2018
10310;Howard;howard_freeman@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;721,00; ? 108 150,00 ; ? 43 260,00 ;Senegal;northcentral ;Anglophone;June;2017
10311;Parent;parentty@uk.com;trophy;Beer; ? 150,00 ; ? 200,00 ;755,00; ? 151 000,00 ; ? 37 750,00 ;Ghana;Southeast;Anglophone;July;2017
10312;Jones;jone.ai@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;937,00; ? 468 500,00 ; ? 234 250,00 ;Nigeria;west;Anglophone;August;2018
10313;Smith;smithMan@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;865,00; ? 389 250,00 ; ? 233 550,00 ;Togo;southsouth;Francophone;September;2017
10314;Jones;jone.ai@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;736,00; ? 184 000,00 ; ? 58 880,00 ;Benin;northwest;Francophone;October;2018
10315;Jardine;jard@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;982,00; ? 196 400,00 ; ? 49 100,00 ;Senegal;northeast ;Anglophone;November;2017
10316;Gill;gillhell@uk.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;850,00; ? 127 500,00 ; ? 59 500,00 ;Ghana;northcentral ;Anglophone;December;2017
10317;Sorvino;sorvi2000@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;754,00; ? 113 100,00 ; ? 45 240,00 ;Nigeria;Southeast;Anglophone;January;2017
10318;Jones;jone.ai@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;912,00; ? 182 400,00 ; ? 45 600,00 ;Togo;west;Francophone;February;2018
10319;Andrews;andy@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;881,00; ? 440 500,00 ; ? 220 250,00 ;Benin;southsouth;Francophone;March;2017
10320;Jardine;jard@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;818,00; ? 368 100,00 ; ? 220 860,00 ;Senegal;northwest;Anglophone;April;2017
10321;Thompson;thomp@uk.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;781,00; ? 195 250,00 ; ? 62 480,00 ;Ghana;northeast ;Anglophone;May;2017
10322;Jones;jone.ai@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;910,00; ? 182 000,00 ; ? 45 500,00 ;Nigeria;northcentral ;Anglophone;June;2018
10323;Morgan;morganny@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;704,00; ? 105 600,00 ; ? 49 280,00 ;Togo;Southeast;Francophone;July;2019
10324;Howard;howard_freeman@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;824,00; ? 123 600,00 ; ? 49 440,00 ;Benin;west;Francophone;August;2018
10325;Parent;parentty@uk.com;trophy;Beer; ? 150,00 ; ? 200,00 ;710,00; ? 142 000,00 ; ? 35 500,00 ;Senegal;southsouth;Anglophone;September;2019
10326;Jones;jone.ai@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;913,00; ? 456 500,00 ; ? 228 250,00 ;Ghana;northwest;Anglophone;October;2018
10327;Smith;smithMan@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;983,00; ? 442 350,00 ; ? 265 410,00 ;Nigeria;northeast ;Anglophone;November;2018
10328;Jones;jone.ai@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;706,00; ? 176 500,00 ; ? 56 480,00 ;Togo;northcentral ;Francophone;December;2019
10329;Morgan;morganny@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;819,00; ? 163 800,00 ; ? 40 950,00 ;Benin;Southeast;Francophone;January;2018
10330;Jones;jone.ai@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;762,00; ? 114 300,00 ; ? 53 340,00 ;Senegal;west;Anglophone;February;2018
10331;Parent;parentty@uk.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;760,00; ? 114 000,00 ; ? 45 600,00 ;Ghana;southsouth;Anglophone;March;2019
10332;Kivell;kivel_go@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;872,00; ? 174 400,00 ; ? 43 600,00 ;Nigeria;northwest;Anglophone;April;2019
10333;Smith;smithMan@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;723,00; ? 361 500,00 ; ? 180 750,00 ;Togo;northeast ;Francophone;May;2019
10334;Parent;parentty@uk.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;913,00; ? 410 850,00 ; ? 246 510,00 ;Benin;northcentral ;Francophone;June;2019
10335;Gill;gillhell@uk.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;852,00; ? 213 000,00 ; ? 68 160,00 ;Senegal;Southeast;Anglophone;July;2017
10336;Smith;smithMan@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;856,00; ? 171 200,00 ; ? 42 800,00 ;Ghana;west;Anglophone;August;2019
10337;Jones;jone.ai@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;827,00; ? 124 050,00 ; ? 57 890,00 ;Nigeria;southsouth;Anglophone;September;2019
10338;Sorvino;sorvi2000@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;735,00; ? 110 250,00 ; ? 44 100,00 ;Togo;northwest;Francophone;October;2017
10339;Jardine;jard@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;819,00; ? 163 800,00 ; ? 40 950,00 ;Benin;northeast ;Francophone;November;2019
10340;Andrews;andy@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;882,00; ? 441 000,00 ; ? 220 500,00 ;Senegal;northcentral ;Anglophone;December;2018
10341;Howard;howard_freeman@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;897,00; ? 403 650,00 ; ? 242 190,00 ;Ghana;Southeast;Anglophone;January;2017
10342;Gill;gillhell@uk.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;922,00; ? 230 500,00 ; ? 73 760,00 ;Nigeria;west;Anglophone;February;2018
10343;Gill;gillhell@uk.com;hero;Beer; ? 150,00 ; ? 200,00 ;838,00; ? 167 600,00 ; ? 41 900,00 ;Togo;southsouth;Francophone;March;2017
10344;Kivell;kivel_go@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;859,00; ? 128 850,00 ; ? 60 130,00 ;Benin;northwest;Francophone;April;2018
10345;Jones;jone.ai@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;950,00; ? 142 500,00 ; ? 57 000,00 ;Senegal;northeast ;Anglophone;May;2017
10346;Morgan;morganny@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;706,00; ? 141 200,00 ; ? 35 300,00 ;Ghana;northcentral ;Anglophone;June;2019
10347;Kivell;kivel_go@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;702,00; ? 351 000,00 ; ? 175 500,00 ;Nigeria;Southeast;Anglophone;July;2018
10348;Sorvino;sorvi2000@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;899,00; ? 404 550,00 ; ? 242 730,00 ;Togo;west;Francophone;August;2019
10349;Gill;gillhell@uk.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;738,00; ? 184 500,00 ; ? 59 040,00 ;Benin;southsouth;Francophone;September;2019
10350;Sorvino;sorvi2000@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;917,00; ? 183 400,00 ; ? 45 850,00 ;Senegal;northwest;Anglophone;October;2017
10351;Thompson;thomp@uk.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;783,00; ? 117 450,00 ; ? 54 810,00 ;Ghana;northeast ;Anglophone;November;2019
10352;Andrews;andy@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;831,00; ? 124 650,00 ; ? 49 860,00 ;Nigeria;northcentral ;Anglophone;December;2019
10353;Jardine;jard@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;869,00; ? 173 800,00 ; ? 43 450,00 ;Togo;Southeast;Francophone;January;2019
10354;Jardine;jard@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;750,00; ? 375 000,00 ; ? 187 500,00 ;Benin;west;Francophone;February;2017
10355;Andrews;andy@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;931,00; ? 418 950,00 ; ? 251 370,00 ;Senegal;southsouth;Anglophone;March;2019
10356;Jardine;jard@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;972,00; ? 243 000,00 ; ? 77 760,00 ;Ghana;northwest;Anglophone;April;2017
10357;Gill;gillhell@uk.com;hero;Beer; ? 150,00 ; ? 200,00 ;985,00; ? 197 000,00 ; ? 49 250,00 ;Nigeria;northeast ;Anglophone;May;2017
10358;Sorvino;sorvi2000@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;826,00; ? 123 900,00 ; ? 57 820,00 ;Togo;northcentral ;Francophone;June;2018
10359;Jones;jone.ai@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;907,00; ? 136 050,00 ; ? 54 420,00 ;Benin;Southeast;Francophone;July;2018
10360;Andrews;andy@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;704,00; ? 140 800,00 ; ? 35 200,00 ;Senegal;west;Anglophone;August;2019
10361;Jardine;jard@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;719,00; ? 359 500,00 ; ? 179 750,00 ;Ghana;southsouth;Anglophone;September;2019
10362;Thompson;thomp@uk.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;718,00; ? 323 100,00 ; ? 193 860,00 ;Nigeria;northwest;Anglophone;October;2018
10363;Jones;jone.ai@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;879,00; ? 219 750,00 ; ? 70 320,00 ;Togo;northeast ;Francophone;November;2017
10364;Morgan;morganny@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;816,00; ? 163 200,00 ; ? 40 800,00 ;Benin;northcentral ;Francophone;December;2017
10365;Howard;howard_freeman@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;803,00; ? 120 450,00 ; ? 56 210,00 ;Senegal;Southeast;Anglophone;January;2017
10366;Parent;parentty@uk.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;744,00; ? 111 600,00 ; ? 44 640,00 ;Ghana;west;Anglophone;February;2018
10367;Jones;jone.ai@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;912,00; ? 182 400,00 ; ? 45 600,00 ;Nigeria;southsouth;Anglophone;March;2017
10368;Smith;smithMan@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;801,00; ? 400 500,00 ; ? 200 250,00 ;Togo;northwest;Francophone;April;2018
10369;Jones;jone.ai@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;720,00; ? 324 000,00 ; ? 194 400,00 ;Benin;northeast ;Francophone;May;2018
10370;Morgan;morganny@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;983,00; ? 245 750,00 ; ? 78 640,00 ;Senegal;northcentral ;Anglophone;June;2019
10371;Jones;jone.ai@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;989,00; ? 197 800,00 ; ? 49 450,00 ;Ghana;Southeast;Anglophone;July;2019
10372;Parent;parentty@uk.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;996,00; ? 149 400,00 ; ? 69 720,00 ;Nigeria;west;Anglophone;August;2018
10373;Kivell;kivel_go@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;801,00; ? 120 150,00 ; ? 48 060,00 ;Togo;southsouth;Francophone;September;2017
10374;Smith;smithMan@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;857,00; ? 171 400,00 ; ? 42 850,00 ;Benin;northwest;Francophone;October;2019
10375;Parent;parentty@uk.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;928,00; ? 464 000,00 ; ? 232 000,00 ;Senegal;northeast ;Anglophone;November;2018
10376;Gill;gillhell@uk.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;788,00; ? 354 600,00 ; ? 212 760,00 ;Ghana;northcentral ;Anglophone;December;2019
10377;Smith;smithMan@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;795,00; ? 198 750,00 ; ? 63 600,00 ;Nigeria;Southeast;Anglophone;January;2017
10378;Jones;jone.ai@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;865,00; ? 173 000,00 ; ? 43 250,00 ;Togo;west;Francophone;February;2019
10379;Sorvino;sorvi2000@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;798,00; ? 119 700,00 ; ? 55 860,00 ;Benin;southsouth;Francophone;March;2018
10380;Jardine;jard@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;728,00; ? 109 200,00 ; ? 43 680,00 ;Senegal;northwest;Anglophone;April;2018
10381;Andrews;andy@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;948,00; ? 189 600,00 ; ? 47 400,00 ;Ghana;northeast ;Anglophone;May;2019
10382;Howard;howard_freeman@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;863,00; ? 431 500,00 ; ? 215 750,00 ;Nigeria;northcentral ;Anglophone;June;2017
10383;Gill;gillhell@uk.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;913,00; ? 410 850,00 ; ? 246 510,00 ;Togo;Southeast;Francophone;July;2019
10384;Gill;gillhell@uk.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;711,00; ? 177 750,00 ; ? 56 880,00 ;Benin;west;Francophone;August;2018
10385;Kivell;kivel_go@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;717,00; ? 143 400,00 ; ? 35 850,00 ;Senegal;southsouth;Anglophone;September;2019
10386;Jones;jone.ai@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;862,00; ? 129 300,00 ; ? 60 340,00 ;Ghana;northwest;Anglophone;October;2019
10387;Morgan;morganny@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;703,00; ? 105 450,00 ; ? 42 180,00 ;Nigeria;northeast ;Anglophone;November;2017
10388;Kivell;kivel_go@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;962,00; ? 192 400,00 ; ? 48 100,00 ;Togo;northcentral ;Francophone;December;2018
10389;Sorvino;sorvi2000@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;807,00; ? 403 500,00 ; ? 201 750,00 ;Benin;Southeast;Francophone;January;2019
10390;Gill;gillhell@uk.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;950,00; ? 427 500,00 ; ? 256 500,00 ;Senegal;west;Anglophone;February;2017
10391;Sorvino;sorvi2000@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;949,00; ? 237 250,00 ; ? 75 920,00 ;Ghana;southsouth;Anglophone;March;2017
10392;Thompson;thomp@uk.com;hero;Beer; ? 150,00 ; ? 200,00 ;724,00; ? 144 800,00 ; ? 36 200,00 ;Nigeria;northwest;Anglophone;April;2017
10393;Andrews;andy@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;717,00; ? 107 550,00 ; ? 50 190,00 ;Togo;northeast ;Francophone;May;2019
10394;Jardine;jard@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;933,00; ? 139 950,00 ; ? 55 980,00 ;Benin;northcentral ;Francophone;June;2017
10395;Jardine;jard@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;930,00; ? 186 000,00 ; ? 46 500,00 ;Senegal;Southeast;Anglophone;July;2018
10396;Andrews;andy@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;959,00; ? 479 500,00 ; ? 239 750,00 ;Ghana;west;Anglophone;August;2018
10397;Jones;jone.ai@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;922,00; ? 414 900,00 ; ? 248 940,00 ;Nigeria;southsouth;Anglophone;September;2017
10398;Morgan;morganny@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;957,00; ? 239 250,00 ; ? 76 560,00 ;Togo;northwest;Francophone;October;2019
10399;Kivell;kivel_go@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;958,00; ? 191 600,00 ; ? 47 900,00 ;Benin;northeast ;Francophone;November;2018
10400;Sorvino;sorvi2000@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;784,00; ? 117 600,00 ; ? 54 880,00 ;Senegal;northcentral ;Anglophone;December;2018
10401;Gill;gillhell@uk.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;966,00; ? 144 900,00 ; ? 57 960,00 ;Ghana;Southeast;Anglophone;January;2019
10402;Sorvino;sorvi2000@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;784,00; ? 156 800,00 ; ? 39 200,00 ;Nigeria;west;Anglophone;February;2018
10403;Thompson;thomp@uk.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;998,00; ? 499 000,00 ; ? 249 500,00 ;Togo;southsouth;Francophone;March;2017
